participant_id,stimulus_id,harmony_score_z,entropy,preference,expertise
0,0,0.8708781634239617,5.053885931555557,42.97438258948772,1
0,1,0.4943003352853783,6.32530014513493,47.476168985953564,1
0,2,0.7726023532901385,5.6578039410618715,44.393856815141824,1
0,3,1.1041691364140152,6.192783197581858,44.60948258931518,1
0,4,0.6609801880350732,5.655153737946507,44.85191714793244,1
0,5,0.4675617336584,4.76940703530246,45.190500886046834,1
0,6,0.5111358730850464,5.586581807398878,39.63473386278808,1
0,7,0.04560073122612705,6.043399433867695,47.49570362009289,1
0,8,1.128538663524882,5.495409781395774,53.55389427298833,1
0,9,-0.3271732325221312,5.357058016908695,52.24737800907544,1
0,10,1.0940997392034033,5.661750423398135,46.244731925626155,1
0,11,-1.1964859192740067,4.337410254544233,46.735831574909035,1
0,12,-0.1980102030646655,5.8104604785697305,43.7420513672921,1
0,13,-0.7044091102829564,5.666735192581613,46.193132905432144,1
0,14,0.1057196122294361,5.291966144510292,41.33437807817512,1
0,15,-2.4108824247840492,5.321461697941634,41.035787131913935,1
0,16,0.25064468658269656,5.618867946786466,50.21081147369549,1
0,17,0.9715694700389105,5.717548946225942,42.01453001814885,1
0,18,1.2009242460945104,4.655610813319018,37.8569371525125,1
0,19,-0.8055358490599401,5.609684188908148,46.89032245733677,1
0,20,0.9745896786913317,5.977608712306984,45.979257047611604,1
0,21,1.3603955027906993,5.369230243427247,42.91615876896868,1
0,22,-2.21566475406344,5.779317182696942,46.86664691920917,1
0,23,-0.061220951693091934,5.094511482476166,50.38139234924261,1
0,24,0.508374780310633,6.202666237128375,43.908232940635784,1
0,25,0.21414503083122302,5.602352935036165,44.07525049251781,1
0,26,-0.24954929561805902,5.593863604955864,54.79406351235981,1
0,27,-1.0701732370394081,5.424581585156389,45.48085936738395,1
0,28,-1.5514707305725992,5.435281512198827,44.662746806416976,1
0,29,-0.7686711951749812,5.31925650165645,44.657761270132,1
0,30,0.6948236541931846,5.576720992573351,50.339790505018904,1
0,31,1.5476214455486426,5.138229674755682,44.75837005379624,1
0,32,-0.5213292864939595,6.338161135528499,46.20945760690103,1
0,33,-0.4915588871847389,5.108269330869728,50.315060311335024,1
0,34,0.6471433477092732,5.60319425064046,49.14225670406711,1
0,35,1.7260506764639656,5.4893293113690635,50.37573303209374,1
0,36,-0.6388227391611175,5.188645895540345,47.86224218211545,1
0,37,0.49837894187056897,5.433814401363627,50.23445574188657,1
0,38,-2.430396248137238,5.677358676328837,46.400579959282126,1
0,39,0.6584864743443003,5.424534328754016,54.55355505929556,1
0,40,1.5396027134260941,5.175815230319215,55.31724110195677,1
0,41,-1.1409983172139848,5.211953569060837,47.19003219169967,1
0,42,-0.8195885864681437,5.486859000764409,47.954097304311574,1
0,43,0.7146173138450942,6.006321968377362,48.72760567204323,1
0,44,0.6115751379941402,5.611980354845228,48.73837117719759,1
0,45,0.3518884036303459,5.47695993455808,51.29136752476931,1
0,46,0.7190459009518246,5.935446074995583,51.45572480808984,1
0,47,-0.5292515298119053,5.717886417752344,48.703705539435965,1
0,48,-0.28470720531154015,5.6084993833367935,50.134744463673975,1
0,49,1.2152691059956695,5.127893630690815,44.84879342506089,1
0,50,-0.8666808096319164,5.287584885319338,39.73311561871826,1
0,51,-0.3245011493954069,4.9328269058661,49.06725756620891,1
0,52,-1.141599675566808,4.675110941488031,47.28166570051023,1
0,53,-1.409008284118071,5.199134306569508,51.78237021754975,1
0,54,-0.061907231538616825,5.379763436220274,48.29371224655014,1
0,55,-1.8688323470608836,5.450360400221952,52.630708937408926,1
0,56,1.1423501544976522,6.566844624961485,48.34445324079254,1
0,57,-1.7600239615500948,5.320859907734815,44.79205705449211,1
0,58,0.5610127301029981,5.384708010088044,48.09107788638151,1
0,59,-0.7882108743878605,6.030186257690318,46.630860344041345,1
1,0,0.8708781634239617,5.6422766560702495,48.5931746598214,1
1,1,0.4943003352853783,5.796294773346553,46.651809783941054,1
1,2,0.7726023532901385,5.666193872573299,41.59389591137945,1
1,3,1.1041691364140152,6.350299964123825,52.01991714830378,1
1,4,0.6609801880350732,5.10364682280261,55.608489160047554,1
1,5,0.4675617336584,5.879430638091731,46.528413484004176,1
1,6,0.5111358730850464,5.84732369173832,44.02637829535813,1
1,7,0.04560073122612705,4.972943418784937,49.18539521397195,1
1,8,1.128538663524882,5.7334772787617165,43.7789439494992,1
1,9,-0.3271732325221312,5.35153425612947,48.73539519664417,1
1,10,1.0940997392034033,5.931235807198862,44.61326840561246,1
1,11,-1.1964859192740067,5.440864247362151,46.06598314813352,1
1,12,-0.1980102030646655,5.571768513806608,47.30388259676881,1
1,13,-0.7044091102829564,5.876379529202917,42.926434496244795,1
1,14,0.1057196122294361,5.39725638343817,37.66924729380188,1
1,15,-2.4108824247840492,5.57733597584159,48.9900012353314,1
1,16,0.25064468658269656,5.351843595230039,45.42866983374837,1
1,17,0.9715694700389105,6.094102606910278,45.20872401515369,1
1,18,1.2009242460945104,5.43941238005105,48.78428541712279,1
1,19,-0.8055358490599401,5.072594018839152,42.999496016450635,1
1,20,0.9745896786913317,5.074254042344735,50.091938212454124,1
1,21,1.3603955027906993,5.28221105794178,42.505463880261956,1
1,22,-2.21566475406344,5.6597662884278,47.606492357297974,1
1,23,-0.061220951693091934,5.400785389200374,50.126135378202534,1
1,24,0.508374780310633,4.760980295631564,54.28970378647784,1
1,25,0.21414503083122302,5.6650737790107275,49.354486764194874,1
1,26,-0.24954929561805902,5.269349881293896,51.40965717219267,1
1,27,-1.0701732370394081,5.131730291320764,46.89885415180771,1
1,28,-1.5514707305725992,5.378810682395163,46.52792798064506,1
1,29,-0.7686711951749812,4.998644940561176,43.158960456785074,1
1,30,0.6948236541931846,5.52547256719048,44.87771657748963,1
1,31,1.5476214455486426,6.324902255947159,40.47578335164995,1
1,32,-0.5213292864939595,5.874202131077524,54.632115461792054,1
1,33,-0.4915588871847389,5.3363467687846775,48.71668765803202,1
1,34,0.6471433477092732,5.465507569464943,41.48218329612703,1
1,35,1.7260506764639656,5.664891055506739,48.893920034620244,1
1,36,-0.6388227391611175,5.801712492487085,44.80737280411545,1
1,37,0.49837894187056897,5.759248318963989,53.23976560427584,1
