participant_id,stimulus_id,condition,expertise,harmony_score,circvar,chroma,lcontrast,deltaE00,harmony_score_z,circvar_z,chroma_z,lcontrast_z,deltaE00_z,preference,harmony_rating,rt
0,3,Original,0,81.07541805868811,0.8217172385278751,60.29830844129163,18.56353180136402,71.48460662060918,1.1066367481959059,1.2002397465071488,1.8637420969717151,0.1549397539832696,2.6661489844684105,49.10739635118333,50.987561159387035,955.8994763130733
0,110,-Harmony,0,69.48323517298638,0.515828131250629,37.06145558555158,16.19229950589317,22.55567092135231,0.5357788090363279,-0.30527879822461285,0.35272130582871086,-0.17530312293554365,-0.5373264327276387,54.722558887771726,46.60414770597963,1122.1615150293244
0,187,Filler,0,69.09909211098758,0.5017751317055157,67.74225868969157,30.825136945866156,20.57983769879655,0.5168616543574135,-0.3744445544445594,2.34779919641614,1.8626205098068331,-0.6666881910916728,50.59398516790196,48.970279608465425,1324.7080883412889
0,71,Original,0,59.24878907834263,0.36995283057794837,26.24725506106305,16.991519339751196,31.06667687363449,0.03178272273972585,-1.0232447707166932,-0.35049276251080863,-0.06399531993033836,0.019906173175115584,47.714652525455655,42.82887752433228,654.9908805550745
0,65,Filler,0,46.97023611632792,0.6779197370986398,7.531852010695549,6.84786755368011,20.570316969093426,-0.5728755636994071,0.4925002424273658,-1.5674976340091804,-1.4767075011422586,-0.667311532333861,39.32564054911168,45.481786033868026,1557.1973677728429
0,43,-Harmony,0,65.36378389697812,0.2175981481412524,22.417778563639896,18.27883294700482,43.474132322692384,0.3329161136253578,-1.7731008274649627,-0.5995117945941698,0.11528958183495042,0.8322471316075265,52.54376453169636,44.410301421228226,1245.1962605173278
0,114,Original,0,72.39730441466973,0.392970030511081,25.959210527470685,18.376786818015795,22.34647612574416,0.6792823733156255,-0.9099592024413841,-0.3692234091149437,0.12893167343001938,-0.5510228349803906,43.22801418482984,46.664976034985386,857.997285028752
0,188,+Harmony,0,69.10338114975337,0.18154329043697665,15.549553031178505,16.254409345032176,38.094995535280304,0.5170728684018222,-1.9505548642713584,-1.0461312934668312,-0.16665305014368467,0.480064272570369,43.411490591957616,48.282107845232844,617.6914749587754
0,87,-Harmony,0,39.86842576086117,0.686095960871025,24.251643579058968,26.505821465339967,40.99459796947898,-0.9226047617113208,0.5327418078259195,-0.4802612151955273,1.2610669744010188,0.6699070513851627,49.285831631367714,46.030181382407285,1146.8349697759616
0,31,+Harmony,0,97.85407542360582,0.7824967240813282,13.1375687354053,12.594515191058282,33.5097319967152,1.9329030226018915,1.0072050472372651,-1.202975184567318,-0.6763686005498017,0.17985788513852954,40.37639706366307,56.15078427298524,644.9814439943683
0,83,Filler,0,60.53389386824698,0.842095648288615,29.520411076706537,14.510086185950943,26.646208915526564,0.09506780711100195,1.3005377730698582,-0.13764953356767862,-0.4095859333670528,-0.26951071754455364,47.81429187394568,53.0796834369573,1919.312706739427
0,137,-Harmony,0,65.04741883002612,0.7587728624501215,20.51090678929376,9.037999752493265,30.7807896967196,0.31733669153350474,0.890441446348203,-0.7235097780977323,-1.1716865381813255,0.001188567115429152,43.4375517227576,54.02885038590039,1360.3957611715937
0,29,Original,0,44.00035219128423,0.5954215406030975,36.34565635896871,15.319723284246226,22.451096375716123,-0.719127726360225,0.08646236211019777,0.3061750923476707,-0.2968273119903386,-0.5441731376768137,51.70430989793671,47.9844929857895,394.15057081092283
0,141,-Harmony,0,53.249453510141564,0.6005315854712007,26.010959403031027,13.223148878333205,13.146903548776077,-0.26365501944895775,0.11161287296630296,-0.36585833952589936,-0.5888184276670014,-1.1533372768920254,51.2718172491697,47.23448717706461,1111.3489071413953
0,4,Filler,0,71.48529155607577,0.6028353371591683,16.270338350804668,16.805990991061236,43.59960308757701,0.6343702298412368,0.12295142934565366,-0.9992608497510959,-0.08983395907944079,0.8404619538827387,49.00228227222492,47.331122054383314,978.6171681756899
0,8,Original,0,81.55784136384318,0.6952542006142024,38.82160472553744,14.657068876242556,43.98767559722416,1.1303937210196402,0.5778166386794296,0.4671783694656279,-0.38911557009143327,0.8658698383375626,49.61744771633306,53.01383406054193,851.2072879395914
0,88,+Harmony,0,41.69607552900452,0.7506520635883271,37.29854455835202,40.4171879852028,36.591774549425054,-0.8326020080940815,0.8504726701034612,0.3681384696536181,3.1985109397883553,0.3816453839111243,44.19627983265028,43.81406625834008,1195.9629281109824
0,189,-Harmony,0,11.95685616256102,0.5508954124582077,14.977395243095636,29.579425994473734,17.338906987613395,-2.297112156625512,-0.13268539455207692,-1.0833369477339945,1.6891296336987136,-0.878878415827516,51.16362357701561,39.71265169620523,1328.309346792201
0,53,-Harmony,0,23.32413022538698,0.5310775090408647,23.35352007547628,13.024181696831075,31.24100966103792,-1.7373298697733202,-0.23022473283740677,-0.5386634134343653,-0.616528700741974,0.03132008992758327,46.83653362925274,39.039769805935606,547.7857826389784
0,44,Filler,0,70.50726077920976,0.6228857304535685,16.62239732444439,23.09059262116421,22.773317812760382,0.5862070288961396,0.22163503139535115,-0.9763675417725726,0.7854261015135483,-0.5230766548346467,45.03711074792695,51.47751445249441,536.3011160177862
0,112,Filler,0,54.6585025352485,0.34725069363372335,32.0523405736416,7.481065109245327,18.81199349195179,-0.1942662916676269,-1.1349796686305071,0.026994023601125582,-1.3885217157144776,-0.7824324920278088,51.942707790511015,36.414792297663794,1066.0768612438344
0,197,Original,0,42.94887864067633,0.48301163764079763,53.97911652891679,5.9318083615506545,32.10748642238143,-0.7709076223555853,-0.46679432305790775,1.4528245591235371,-1.604287588346108,0.08805005890946993,41.18481504138651,44.87011977519688,785.9368788895372
0,182,Original,0,59.747271833687854,0.6630553274086441,60.66207561574224,11.91101282010403,18.57775294790754,0.05633054442514395,0.41934090490150916,1.8873967530967348,-0.7715603663653651,-0.7977686895933687,50.59993912585195,43.514676790306076,1913.4646717502833
0,134,Filler,0,37.00533115485429,0.4887608348075625,24.57450914478711,17.907349898971823,29.111565822353462,-1.063598076130122,-0.4384980459235972,-0.45926626439095386,0.06355292543763781,-0.10809886313231049,47.84599126776718,37.59336691000209,460.26566332147553
0,76,Filler,0,26.839825943055814,0.5938287894522596,8.95219274253272,19.895095145361722,46.26865243782561,-1.5641991633404486,0.07862319315098426,-1.475137261903838,0.3403873418730583,1.0152099605297407,52.35719523771021,43.79184747569007,1332.685247363568
0,179,Filler,0,74.08886507568724,0.3894853411968555,48.56500471963126,11.299583102721526,11.564493517092416,0.7625834083694225,-0.9271100726763285,1.100761585699731,-0.8567145325294019,-1.2569408309848649,55.73562492718884,50.26660864703305,948.551646895258
0,165,Original,0,70.94778753941061,0.2435687911219918,64.04566260647904,22.346732675894078,17.460058975689343,0.6079008031362862,-1.6452790656044698,2.10742096736469,0.6818283018294393,-0.8709463525197989,55.15673155199167,39.89004577571431,1284.343831372788
0,82,+Harmony,0,95.5304534431681,0.17928705563779995,12.038206352997548,11.495561361223366,20.031309578739755,1.8184760791851617,-1.9616595530314944,-1.2744633257167024,-0.8294205284688105,-0.7026014257273772,49.228086845272664,50.970908586287024,774.0216331086613
0,113,+Harmony,0,77.53055238279833,0.5901281346052292,47.5810812826071,20.721418146770073,18.153550320764523,0.9320695649234635,0.0604093883200523,1.0367800827196865,0.4554698185121072,-0.825542085203592,51.45133782490062,52.44916785575879,504.18207527381367
