participant_id,stimulus_id,fixation_id,x,y,duration,start_time
0,0,0,0.6624399708860984,0.6286759066341665,156.5568850072802,0.0
0,0,1,0.4286541940625915,0.5135371356200904,349.340876744897,156.5568850072802
0,0,2,0.7692258398970385,0.3030417449020866,229.64198529193766,505.8977617521772
0,0,3,0.5708352809096714,0.6625248725090999,270.9599100852899,735.5397470441148
0,0,4,0.726144958033452,0.4930334725587385,184.2633333257741,1006.4996571294048
0,0,5,0.4032445880125552,0.6871042124705449,171.2292568528252,1190.762990455179
0,0,6,0.3085309230019297,0.6265583005762264,316.84501920743725,1361.9922473080042
0,0,7,0.5531437218737658,0.4756822935710058,201.8454947783673,1678.8372665154413
0,0,8,0.5037190560874303,0.42763867158035773,150.8221438998461,1880.6827612938087
0,0,9,0.6315253362194992,0.030221480580256976,157.44676531663373,2031.504905193655
0,0,10,0.5871061493101843,0.4896430565240966,356.5164348537209,2188.9516705102887
0,0,11,0.44704138748655203,0.4080569123224827,367.99542446644307,2545.4681053640097
0,0,12,0.5295208904966318,0.24740259827510513,249.50615431879467,2913.463529830453
0,0,13,0.5158307029829948,0.5838107772710361,322.1991141811634,3162.9696841492478
0,0,14,0.529969310658998,0.21573206880236312,274.2888771982438,3485.168798330411
0,0,15,0.32870566972291765,0.45440676553806114,259.096241164726,3759.457675528655
0,0,16,0.40554761572002457,0.6682161093434658,249.80871028376,4018.5539166933813
0,0,17,0.4756841757357733,0.558159261236534,122.27545536674427,4268.362626977141
0,0,18,0.45946741671947444,0.6057522048922265,267.72067620009807,4390.638082343886
0,0,19,0.19588096967591628,0.4143854207961787,236.84837541540944,4658.358758543984
0,0,20,0.4118503202762396,0.548686393572036,106.00446543808657,4895.207133959393
0,1,0,0.5536740813971099,0.5892032368265463,386.9049739893899,0.0
0,1,1,0.32588634873284766,0.3145456539583324,261.9201862996082,386.9049739893899
0,1,2,0.27551487048874457,0.380095222824211,273.7265994988411,648.8251602889981
0,1,3,0.7480172137997725,0.5661964015046084,157.7311855883667,922.551759787839
0,1,4,0.801674020585356,0.6454567446802555,152.08111455333028,1080.2829453762058
0,1,5,0.8491013259190984,0.7554626233121354,218.15609533215564,1232.364059929536
0,1,6,0.2722130109563271,0.1629917411754756,371.72241349406494,1450.5201552616918
0,1,7,0.24318921487095543,0.6523141463928374,379.20801046281724,1822.242568755757
0,1,8,0.6085808694429435,0.3980966805668096,267.45037490816384,2201.450579218574
0,1,9,0.6675655380488894,0.5320722475291405,221.53498070787606,2468.900954126738
0,1,10,0.5593845397915788,0.38005401795957633,380.8271614310989,2690.435934834614
0,1,11,0.05424219540115653,0.5968663176002711,202.8482543916359,3071.2630962657126
0,1,12,0.8146555617617263,0.4035920496708589,198.70862044988561,3274.1113506573483
0,2,0,0.5897840493293455,0.09797046670917307,174.46900514851322,0.0
0,2,1,0.284866233004244,0.8756835925984162,136.39789365735103,174.46900514851322
0,2,2,0.3505235176332118,0.9446194990031924,333.686267890439,310.86689880586425
0,2,3,0.4372824009544842,0.6113323247574517,131.35947747145534,644.5531666963033
0,2,4,0.19430920233152987,0.2837460886459833,227.72957093954994,775.9126441677586
0,2,5,0.3230789934166568,0.7382133815436507,262.2818473055914,1003.6422151073086
0,2,6,0.5014525364515765,0.5059012352064736,334.75388121765576,1265.9240624129
0,2,7,0.9413719880791477,0.6042947997255002,203.93338766080967,1600.6779436305555
0,2,8,0.5241957308787198,0.3116496790160554,160.73099964737392,1804.6113312913653
0,2,9,0.7605682244682,0.7366729050346061,307.16079837302306,1965.3423309387392
0,2,10,0.5655015223977927,0.48233729462857017,251.81264407463965,2272.503129311762
0,2,11,0.7098361692756232,0.648215060951061,337.5300127922531,2524.315773386402
0,2,12,0.3736992983575686,0.7437775933842369,309.4769095321844,2861.845786178655
0,2,13,0.16851739214483916,0.785789909767206,260.0799792087855,3171.3226957108395
0,3,0,0.5914452548754986,0.8274838111063431,201.74076682342852,0.0
0,3,1,0.9611233848199955,0.6574106333100167,177.79606939841923,201.74076682342852
0,3,2,0.6041214659226113,0.5984745919558195,144.2254565879217,379.5368362218477
0,3,3,0.2715900346018122,0.4879271860148574,97.42449129083359,523.7622928097694
0,3,4,0.3663051807977474,0.3602840470934787,229.32122861865545,621.186784100603
0,3,5,0.21660396814514174,0.7472028099944693,226.5898243659766,850.5080127192583
0,3,6,0.640181102308112,0.8471819712392946,342.2300966069542,1077.097837085235
0,3,7,0.24123606727179286,0.7351941452595454,226.4586131162821,1419.3279336921892
0,3,8,0.657077291376112,0.9459650629847893,284.9679363722294,1645.7865468084713
0,3,9,0.8947946532420649,0.3762760691215119,322.2932859921455,1930.7544831807006
0,3,10,0.6658916862144579,0.4394334614849848,178.31879970465252,2253.047769172846
0,3,11,0.8710584874952073,0.6618220759351674,302.04495291273065,2431.366568877498
0,4,0,0.3388765360049402,0.3202186716374699,165.45499743947698,0.0
0,4,1,0.3027308666929036,0.23854475518640839,151.6326920840895,165.45499743947698
0,4,2,0.5292400501943371,0.3573382313241557,197.20342441578518,317.0876895235665
0,4,3,0.4351284438352054,0.369952626397653,244.0595534902178,514.2911139393517
0,4,4,0.530793879112288,0.6003577965834839,555.0029683031021,758.3506674295695
0,4,5,0.4564007204188353,0.6818792637281581,185.70294838269317,1313.3536357326716
0,4,6,0.769923451094378,0.4541182729823899,545.9860344203024,1499.0565841153648
0,4,7,0.8029637641757051,0.22517666587725269,283.2182629064684,2045.042618535667
0,5,0,1.0,0.5880012273310173,102.18646183979257,0.0
0,5,1,0.4031920667869062,0.7258646043878748,374.5574684301719,102.18646183979257
0,5,2,0.47283748804033016,0.6562436752749066,279.488364326299,476.7439302699645
0,5,3,0.41073277651469897,0.33646915778217934,210.86569595836045,756.2322945962635
0,5,4,0.8157395734174278,0.21951221618989541,170.69930961489823,967.0979905546241
0,5,5,0.4526729174791199,0.651352179540112,240.83626188155597,1137.7973001695223
0,5,6,0.4676779326308761,0.4580817303117827,154.18113055527127,1378.6335620510781
0,5,7,0.6553197062207939,0.3869476095183954,206.31125322638982,1532.8146926063494
0,5,8,0.39153682519023697,0.4813893139242807,145.33627216208492,1739.1259458327393
0,5,9,0.4835168134287149,0.6178229738419426,210.58349075837825,1884.462217994824
0,6,0,0.751414233949403,0.41396820931949413,264.929482722257,0.0
0,6,1,0.35844189496807455,0.29810890994170397,469.23382570655957,264.929482722257
0,6,2,0.8156265420705262,0.07025842988729572,181.43583894432734,734.1633084288165
0,6,3,0.4685350301337149,0.015530613765289298,170.52050840664342,915.5991473731439
0,6,4,0.35625229516998846,0.3336389776512539,372.2850282313916,1086.1196557797873
0,6,5,0.5446553179587489,0.7989136862288311,800.0,1458.4046840111787
0,6,6,0.33482016484623933,0.5195908699571185,280.93600869938064,2258.4046840111787
0,7,0,0.6290395460324214,0.6306243917678325,289.8463325709397,0.0
0,7,1,0.7801086283215976,0.16025295659385388,204.41343212459293,289.8463325709397
0,7,2,0.5615966573003481,0.053985270206944,417.23026004565486,494.25976469553257
0,7,3,0.6199967861571788,0.48472249041017523,158.05494949207684,911.4900247411875
0,7,4,0.41093421519153434,0.7444205279494582,118.33172270452901,1069.5449742332644
0,7,5,0.3848629284067123,0.8746235824744548,238.2029935687707,1187.8766969377934
0,7,6,0.42624177826149695,0.27810141314932146,119.67020182539892,1426.079690506564
0,7,7,0.49161112448087263,0.4901893048861894,241.02153194742752,1545.7498923319629
0,7,8,0.3341552546501782,0.19084531268801014,332.7545500434911,1786.7714242793904
0,7,9,0.728130122263535,0.8484137824518263,195.94692651807458,2119.5259743228817
0,7,10,0.8320935991028303,0.5286804714813773,286.0886506604485,2315.4729008409563
0,8,0,0.51683308772638,0.6933846629904277,85.04509297455058,0.0
0,8,1,0.7686337001347903,0.6617327506925866,393.851985680821,85.04509297455058
0,8,2,0.4505370878643047,0.5417331251836395,221.78806185107874,478.8970786553716
0,8,3,0.21995828157889502,0.316534622842941,174.66831572075316,700.6851405064504
0,8,4,0.6283033254525648,0.6689310152230039,264.2081305663015,875.3534562272035
0,8,5,0.5017135495409205,0.4845139284154848,303.8296567224479,1139.561586793505
0,8,6,0.47819394395457543,0.2827974773350103,173.51816545151493,1443.391243515953
0,8,7,0.5680356026074832,0.7914288854772263,164.69452163737273,1616.909408967468
0,8,8,0.6077378434087699,0.5257132232927462,126.88254794805485,1781.6039306048406
0,8,9,0.48769442389440393,0.6975240597098892,213.03934941621557,1908.4864785528955
0,8,10,0.31950332356854705,0.43544476848364044,600.8733726235456,2121.525827969111
0,8,11,0.3892233841130667,0.44747735573379344,264.8283797078914,2722.3992005926566
0,9,0,0.5710240739945263,0.3056401974717116,288.38529980491677,0.0
0,9,1,0.5560026479623746,0.3282145790728145,278.2222421793147,288.38529980491677
0,9,2,0.5368077236433956,0.5322105063106727,390.4219566805505,566.6075419842316
0,9,3,0.35662855591542475,0.370179174376249,168.2879358642645,957.0294986647821
0,9,4,0.42471499231478016,0.4308091188561871,301.74239036315316,1125.3174345290465
0,9,5,0.47982036191613286,0.7710041512919723,192.83974341791853,1427.0598248921997
0,9,6,0.5909865853261428,0.5287725794666769,109.90403055797375,1619.8995683101182
0,9,7,0.703123000005225,0.23067674251950093,747.5708077573717,1729.8035988680917
0,9,8,0.470384639290458,0.47892703933951497,279.64464184896593,2477.3744066254635
0,9,9,0.5675499250045852,0.42970890119702837,175.91474151969277,2757.0190484744294
0,9,10,0.7156352645082538,0.6745032512733191,311.7536367256644,2932.933789994122
0,9,11,0.4522428855142602,0.38645908264668816,171.76271877789412,3244.6874267197863
0,9,12,0.7772477751057284,0.5725365616042724,295.40045606867653,3416.4501454976803
0,9,13,0.9287681678208235,0.5887844504916899,320.33307819849705,3711.850601566357
0,9,14,0.3473730466822771,0.3805213868745838,372.4897598716604,4032.1836797648543
0,9,15,0.3509054694159502,0.30703287113552874,336.7267641874705,4404.673439636515
0,10,0,0.30707025754809136,0.40114942695598826,298.3074065648456,0.0
0,10,1,0.6461891744998479,0.31132991782828673,295.1146355675635,298.3074065648457
0,10,2,0.3698101984183799,0.2679247657178763,85.55743057353476,593.4220421324092
0,10,3,0.6394760577308758,0.6649850907393062,167.87251991589181,678.9794727059439
0,10,4,0.4534528812000049,0.1109047104494199,122.22101704508891,846.8519926218357
0,10,5,0.8095496052760239,0.1283362137484887,137.09832352068733,969.0730096669246
0,10,6,0.2257838550356666,0.3985145544950868,233.273225580835,1106.171333187612
0,10,7,0.7351972633108046,0.8150301734260688,217.06215379848874,1339.444558768447
0,10,8,0.6997781815938773,0.6429339605586616,128.7297685387241,1556.5067125669357
0,10,9,0.4472993488903742,0.03761266986767903,268.04289117676143,1685.2364811056598
0,10,10,0.32785407691476465,0.5997486890803995,160.31625265611143,1953.2793722824213
0,10,11,0.376756751853778,0.5954073210126679,285.1984516105744,2113.5956249385326
0,10,12,0.8244581585348225,0.5052748237346564,492.32691812862726,2398.794076549107
0,11,0,0.7432208415400617,0.5316001336053493,261.3696568293624,0.0
0,11,1,0.324739225383915,0.5393179217432608,240.07442854238533,261.3696568293624
0,11,2,0.38870514202263645,0.1994227552696412,167.33803827364565,501.44408537174775
0,11,3,0.5428313430554521,0.5235993464590771,255.87677132639368,668.7821236453933
0,11,4,0.5057324359649659,0.7641221472608883,194.21089271289608,924.658894971787
0,11,5,0.752615804169104,0.561712840228146,287.4063372225708,1118.8697876846832
0,11,6,0.5863476687025168,0.5017465345643601,195.72950398654658,1406.276124907254
0,11,7,0.6311474985358079,0.35519421350586944,123.26590934254455,1602.0056288938006
0,12,0,0.44230533466018235,0.04683287462369321,179.73801295822614,0.0
0,12,1,0.524663502895029,0.15823581624108413,319.9895119541081,179.73801295822614
0,12,2,0.4293366342005988,0.6555749963300967,182.90580243649842,499.72752491233416
0,12,3,0.8257741459504349,0.5331269771615699,353.7914337108907,682.6333273488326
0,12,4,0.5374914718433766,0.46381429703389465,332.54935852623555,1036.424761059723
0,12,5,0.46205163287728446,0.20331580112916134,443.08926633401666,1368.9741195859588
0,12,6,0.557105592493136,0.6197808979517803,214.78660694977927,1812.0633859199754
0,12,7,0.5406321228189863,0.2768803633034205,277.58892878997017,2026.8499928697545
0,12,8,0.4222827594422206,0.8430850708113027,266.5829193432973,2304.4389216597247
0,12,9,0.13039883101539446,0.5930524250475313,411.87373133646463,2571.021841003022
0,12,10,0.23072697214058696,0.8126526348264892,166.193833787547,2982.8955723394865
0,13,0,0.5765579318350239,0.2606181960337964,300.8100913291281,0.0
0,13,1,0.356577357871207,0.3254632199241419,226.21187010740135,300.81009132912806
0,13,2,0.18246145755124496,0.2017088939046931,535.500619888041,527.0219614365294
0,13,3,0.04625724950920292,0.7182766746253855,141.4484372322793,1062.5225813245704
0,13,4,0.341306572706039,0.6411494161286689,239.32490115134038,1203.9710185568497
0,13,5,0.7326478587936177,0.20769763336337774,236.15403437878743,1443.29591970819
0,13,6,0.6499608581581715,0.18310111474383692,274.8206642816569,1679.4499540869774
0,13,7,0.3497458675184848,0.7498539933969582,166.37691559442806,1954.2706183686344
0,13,8,0.5162986153201096,0.6248816554411033,278.30524297925854,2120.6475339630624
0,13,9,0.7297196436204343,0.05963118384452111,305.62559615398004,2398.952776942321
0,13,10,0.2574470191739049,0.30586450956115047,136.58166842604248,2704.578373096301
0,14,0,0.3980906048419197,0.46244872826332933,243.86393154606338,0.0
0,14,1,0.4912271162834126,0.425500789582616,152.64945814659424,243.86393154606336
0,14,2,0.7663125661141026,0.5934230113767338,149.16542701857387,396.5133896926576
0,14,3,0.6727452602799653,0.3641665431122343,201.48534488420694,545.6788167112314
0,14,4,0.33184917871405306,0.5377230124961747,242.55331761818107,747.1641615954384
0,14,5,0.6030072242071948,0.43258251104329515,695.7124966294165,989.7174792136194
